-94.12442396	601.45985401
-91.35944700	659.85401460
-86.75115207	700.72992701
-82.60368664	665.69343066
-81.22119816	618.97810219
-79.83870968	548.90510949
-77.07373272	420.43795620
-76.15207373	356.20437956
-74.76958525	268.61313869
-72.46543779	175.18248175
-71.54377880	116.78832117
-68.77880184	58.39416058
-65.09216590	93.43065693
-63.24884793	157.66423358
-61.40552995	239.41605839
-59.56221198	297.81021898
-59.56221198	362.04379562
-55.87557604	397.08029197
-52.64976959	449.63503650
-47.11981567	455.47445255
-44.81566820	414.59854015
-41.58986175	344.52554745
-39.74654378	233.57664234
-36.98156682	145.98540146
-31.91244240	17.51824818
-29.60829493	-64.23357664
-25.92165899	-145.98540146
-22.23502304	-233.57664234
-17.62672811	-321.16788321
-13.94009217	-391.24087591
-5.64516129	-402.91970803
1.72811060	-327.00729927
6.33640553	-245.25547445
11.40552995	-122.62773723
16.93548387	-23.35766423
20.62211982	-29.19708029
22.00460829	-93.43065693
22.92626728	-198.54014599
24.76958525	-303.64963504
25.69124424	-449.63503650
27.07373272	-531.38686131
28.45622120	-642.33576642
30.29953917	-724.08759124
33.06451613	-835.03649635
34.44700461	-875.91240876
39.51612903	-817.51824818
40.89861751	-671.53284672
44.58525346	-502.18978102
45.96774194	-356.20437956
47.81105991	-145.98540146
50.57603687	140.14598540
53.80184332	432.11678832
58.41013825	654.01459854
64.86175115	835.03649635
72.23502304	823.35766423
74.53917051	718.24817518
76.38248848	642.33576642
77.76497696	543.06569343
79.14746544	455.47445255
80.06912442	344.52554745
82.37327189	216.05839416
83.29493088	134.30656934
85.59907834	-11.67883212
88.36405530	-145.98540146
91.12903226	-245.25547445
93.89400922	-332.84671533
95.73732719	-379.56204380
-95.04608295	642.33576642
-90.89861751	712.40875912
-82.14285714	706.56934307
-80.29953917	607.29927007
-81.22119816	496.35036496
-80.29953917	397.08029197
-76.15207373	280.29197080
-73.84792627	204.37956204
-72.46543779	151.82481752
-68.77880184	93.43065693
-64.63133641	64.23357664
-62.32718894	99.27007299
-60.02304147	157.66423358
98.50230415	-455.47445255
90.66820276	-385.40145985
93.89400922	-280.29197080
90.66820276	-332.84671533
90.66820276	-251.09489051
88.82488479	-157.66423358
86.98156682	-192.70072993
86.98156682	-134.30656934
86.98156682	-64.23357664
82.37327189	-46.71532847
84.21658986	11.67883212
82.37327189	116.78832117
84.21658986	227.73722628
86.05990783	437.95620438
80.06912442	297.81021898
85.13824885	291.97080292
80.06912442	356.20437956
80.06912442	461.31386861
76.84331797	537.22627737
76.84331797	630.65693431
72.69585253	724.08759124
68.54838710	770.80291971
66.24423963	735.76642336
62.09677419	642.33576642
60.71428571	694.89051095
62.55760369	747.44525547
66.24423963	858.39416058
69.47004608	852.55474453
73.61751152	741.60583942
63.47926267	776.64233577
56.56682028	578.10218978
56.56682028	443.79562044
53.80184332	332.84671533
54.26267281	181.02189781
51.03686636	58.39416058
